TrainingRowId,SourceProject,SourceRowId,Caller,CallerSignature,Callee,CalleeSignature,Line,MethodName,ManualLabel,AnnotationConfidence,AnnotationRationale
440,JPacman,766,nl.tudelft.jpacman.Launcher#makeLevel,nl.tudelft.jpacman.Launcher#makeLevel(),nl.tudelft.jpacman.level.MapParser#parseMap,nl.tudelft.jpacman.level.MapParser#parseMap(java.lang.String),93,parseMap,Compute/Transform,High,"Source src/main/java/nl/tudelft/jpacman/Launcher.java:93 shows ""return getMapParser().parseMap(getLevelMap());"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=parseMap, ComputeTransformNameHint=PARSE, CalleeNameAction=CONVERSION, ResultUsageKind=RETURNED|CHAINED, ReturnType=nl.tudelft.jpacman.level.Level, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=true."
441,Thunderbird,9109,com.fsck.k9.view.ViewSwitcher#showFirstView,com.fsck.k9.view.ViewSwitcher#showFirstView(),setDisplayedChild,setDisplayedChild(int),38,setDisplayedChild,Command/Mutate,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/view/ViewSwitcher.java:38 shows ""setDisplayedChild(0);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setDisplayedChild, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
442,PetClinic,871,org.springframework.samples.petclinic.vet.VetControllerTests#james,org.springframework.samples.petclinic.vet.VetControllerTests#james(),org.springframework.samples.petclinic.model.Person#setFirstName,org.springframework.samples.petclinic.model.Person#setFirstName(java.lang.String),56,setFirstName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java:56 shows ""james.setFirstName(""James"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setFirstName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
443,JPacman,36,nl.tudelft.jpacman.board.BoardTest#verifyWidth,nl.tudelft.jpacman.board.BoardTest#verifyWidth(),isEqualTo,isEqualTo(int),31,isEqualTo,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardTest.java:31 shows ""assertThat(board.getWidth()).isEqualTo(MAX_WIDTH);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
444,Thunderbird,4427,com.fsck.k9.message.IdentityHeaderParser#parse,com.fsck.k9.message.IdentityHeaderParser#parse(java.lang.String),java.util.Map#put,"java.util.Map#put(java.lang.Object,java.lang.Object)",42,put,Command/Mutate,High,"Source app/core/src/main/java/com/fsck/k9/message/IdentityHeaderParser.java:42 shows ""identity.put(key, value);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=put, CalleeNameAction=MUTATOR, IsVoidCall=false, MethodLooksMutator=false, CalleeLooksCommandMethod=false, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
445,Thunderbird,1479,com.fsck.k9.controller.UidReverseComparatorTest#compare_withNullArgumentAndMessageWithInvalidUid_shouldReturnZero,com.fsck.k9.controller.UidReverseComparatorTest#compare_withNullArgumentAndMessageWithInvalidUid_shouldReturnZero(),Assert#assertEquals,"Assert#assertEquals(java.lang.String,int,int)",73,assertEquals,Validate/Guard,High,"Source app/core/src/test/java/com/fsck/k9/controller/UidReverseComparatorTest.java:73 shows ""assertEquals(""result must be 0 when both arguments are not a message with valid UID"", 0, result);"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=assertEquals, CalleeNameAction=VALIDATOR, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=IGNORED."
446,Thunderbird,1340,com.fsck.k9.controller.MessagingControllerTest#sendPendingMessagesSynchronous_shouldSendMessageUsingTransport,com.fsck.k9.controller.MessagingControllerTest#sendPendingMessagesSynchronous_shouldSendMessageUsingTransport(),sendMessage,sendMessage(com.fsck.k9.mailstore.LocalMessage),306,sendMessage,Notify/Publish,High,"Source app/core/src/test/java/com/fsck/k9/controller/MessagingControllerTest.java:306 shows ""verify(backend).sendMessage(localMessageToSend1);"". Label: Notify/Publish. The call-site signals observers, publishes state, or dispatches a message/event to dependent code. Selected feature evidence: MethodName=sendMessage, CalleeNameAction=NOTIFICATION, NameStartsWithNotify=false, NameStartsWithPublish=false, NameStartsWithSend=true, ReceiverLooksLikeEventBus=false, ReceiverLooksLikeObserverPublisher=false, ReceiverLooksLikeListenerRegistry=false, AnyArgumentLooksLikeEvent=false, AnyArgumentLooksLikeMessage=true."
447,JPacman,157,nl.tudelft.jpacman.level.LevelTest#setUp,nl.tudelft.jpacman.level.LevelTest#setUp(),Mockito#when,Mockito#when(long),65,when,Control/Orchestrate,Medium,"Source src/default-test/java/nl/tudelft/jpacman/level/LevelTest.java:65 shows ""when(ghost.getInterval()).thenReturn(defaultInterval);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=when, ReceiverCategory=static_type, ResultUsageKind=CHAINED, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
448,JPacman,123,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#fuzzerTest,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#fuzzerTest(org.junit.jupiter.api.RepetitionInfo),nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#getRandomDirection,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#getRandomDirection(),94,getRandomDirection,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/fuzzer/JPacmanFuzzer.java:94 shows ""chosen = getRandomDirection();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getRandomDirection, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=nl.tudelft.jpacman.board.Direction, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
449,PetClinic,20,org.springframework.samples.petclinic.owner.Owner#addPet,org.springframework.samples.petclinic.owner.Owner#addPet(org.springframework.samples.petclinic.owner.Pet),org.springframework.samples.petclinic.owner.Owner#getPets,org.springframework.samples.petclinic.owner.Owner#getPets(),99,getPets,Query/Retrieve,High,"Source src/main/java/org/springframework/samples/petclinic/owner/Owner.java:99 shows ""getPets().add(pet);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getPets, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.util.List, ResultUsageKind=CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=true, ReturnsOptional=false."
450,JPacman,216,nl.tudelft.jpacman.level.CollisionInteractionMap#getInheritance,nl.tudelft.jpacman.level.CollisionInteractionMap#getInheritance(java.lang.Class),java.util.List#size,java.util.List#size(),173,size,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/level/CollisionInteractionMap.java:173 shows ""while (found.size() > index) {"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=size, NamePattern=other, CalleeNameAction=OTHER, IsVoidCall=false, ReturnType=int, ResultUsageKind=USED_IN_CONDITION|USED_IN_COMPARISON, MethodLooksAccessor=false, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
451,JPacman,402,nl.tudelft.jpacman.npc.ghost.NavigationTest#testCornerPath,nl.tudelft.jpacman.npc.ghost.NavigationTest#testCornerPath(),com.google.common.collect.Lists#newArrayList,"com.google.common.collect.Lists#newArrayList(java.lang.String,java.lang.String,java.lang.String,java.lang.String)",113,newArrayList,Creational,High,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:113 shows ""Lists.newArrayList(""####"", ""# #"", ""## #"", ""####"")).getBoard();"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=newArrayList, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
452,JPacman,797,nl.tudelft.jpacman.Launcher#launch,nl.tudelft.jpacman.Launcher#launch(),nl.tudelft.jpacman.ui.PacManUiBuilder#build,nl.tudelft.jpacman.ui.PacManUiBuilder#build(nl.tudelft.jpacman.game.Game),187,build,Creational,High,"Source src/main/java/nl/tudelft/jpacman/Launcher.java:187 shows ""pacManUI = builder.build(getGame());"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=build, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=true, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=CALLS_MUTATOR|RETURNS_VALUE|RETURNS_NEW_OBJECT."
453,PetClinic,242,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormSuccess,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormSuccess(),java.util.List#of,"java.util.List#of(java.lang.Object,java.lang.Object)",144,of,Creational,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:144 shows ""Page<Owner> tasks = new PageImpl<>(List.of(george(), new Owner()));"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=of, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=true, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
454,JPacman,683,nl.tudelft.jpacman.ui.BoardPanel#render,"nl.tudelft.jpacman.ui.BoardPanel#render(nl.tudelft.jpacman.board.Board,java.awt.Graphics,java.awt.Dimension)",nl.tudelft.jpacman.ui.BoardPanel#render,"nl.tudelft.jpacman.ui.BoardPanel#render(nl.tudelft.jpacman.board.Square,java.awt.Graphics,int,int,int,int)",92,render,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/ui/BoardPanel.java:92 shows ""render(square, graphics, cellX, cellY, cellW, cellH);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=render, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=NONE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
455,JPacman,314,nl.tudelft.jpacman.level.MapParser#addSquare,"nl.tudelft.jpacman.level.MapParser#addSquare(nl.tudelft.jpacman.board.Square[][],java.util.List,java.util.List,int,int,char)",nl.tudelft.jpacman.level.LevelFactory#createPellet,nl.tudelft.jpacman.level.LevelFactory#createPellet(),121,createPellet,Creational,High,"Source src/main/java/nl/tudelft/jpacman/level/MapParser.java:121 shows ""levelCreator.createPellet().occupy(pelletSquare);"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=createPellet, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=true, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=RETURNS_VALUE|RETURNS_NEW_OBJECT."
456,PetClinic,795,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings(),java.util.regex.Pattern#matcher,java.util.regex.Pattern#matcher(java.lang.CharSequence),64,matcher,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:64 shows ""boolean hasThTextAttribute = HAS_TH_TEXT_ATTRIBUTE.matcher(line).find();"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=matcher, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=java.util.regex.Matcher, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
457,JPacman,252,nl.tudelft.jpacman.level.Level#move,"nl.tudelft.jpacman.level.Level#move(nl.tudelft.jpacman.board.Unit,nl.tudelft.jpacman.board.Direction)",nl.tudelft.jpacman.level.CollisionMap#collide,"nl.tudelft.jpacman.level.CollisionMap#collide(nl.tudelft.jpacman.board.Unit,nl.tudelft.jpacman.board.Unit)",190,collide,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/level/Level.java:190 shows ""collisions.collide(unit, occupant);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=collide, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
458,PetClinic,169,org.springframework.samples.petclinic.owner.OwnerControllerTests#george,org.springframework.samples.petclinic.owner.OwnerControllerTests#george(),org.springframework.samples.petclinic.model.NamedEntity#setName,org.springframework.samples.petclinic.model.NamedEntity#setName(java.lang.String),83,setName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:83 shows ""max.setName(""Max"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
459,JPacman,513,nl.tudelft.jpacman.npc.ghost.Navigation#findUnit,"nl.tudelft.jpacman.npc.ghost.Navigation#findUnit(java.lang.Class,nl.tudelft.jpacman.board.Square)",java.lang.Class#isInstance,java.lang.Class#isInstance(java.lang.Object),150,isInstance,Validate/Guard,High,"Source src/main/java/nl/tudelft/jpacman/npc/ghost/Navigation.java:150 shows ""if (type.isInstance(unit)) {"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isInstance, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=USED_IN_CONDITION."
460,Thunderbird,2662,com.fsck.k9.mailstore.LocalFolder#getMessage,com.fsck.k9.mailstore.LocalFolder#getMessage(long),java.lang.Long#toString,java.lang.Long#toString(long),550,toString,Compute/Transform,High,"Source app/core/src/main/java/com/fsck/k9/mailstore/LocalFolder.java:550 shows ""new String[] { Long.toString(messageId), Long.toString(databaseId) });"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=toString, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=ASSIGNED|RETURNED|PASSED_AS_ARGUMENT, ReturnType=java.lang.String, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
461,PetClinic,1133,org.springframework.samples.petclinic.PetClinicIntegrationTests#main,org.springframework.samples.petclinic.PetClinicIntegrationTests#main(java.lang.String[]),org.springframework.boot.SpringApplication#run,"org.springframework.boot.SpringApplication#run(java.lang.Class,java.lang.String)",67,run,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/PetClinicIntegrationTests.java:67 shows ""SpringApplication.run(PetClinicApplication.class, ""--spring.docker.compose.lifecycle-management=NONE"");"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=run, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=static_type, CallerMethodFanOut=1, CallerClassFanOut=7, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
462,JPacman,9,nl.tudelft.jpacman.board.BoardFactoryTest#connectedEast,nl.tudelft.jpacman.board.BoardFactoryTest#connectedEast(),isEqualTo,isEqualTo(nl.tudelft.jpacman.board.Square),61,isEqualTo,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:61 shows ""assertThat(s1.getSquareAt(Direction.EAST)).isEqualTo(s2);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
463,Thunderbird,8115,com.fsck.k9.ui.crypto.MessageCryptoHelper#getMultipartSignedContentPartIfAvailable,com.fsck.k9.ui.crypto.MessageCryptoHelper#getMultipartSignedContentPartIfAvailable(com.fsck.k9.mail.Part),com.fsck.k9.mail.Part#getBody,com.fsck.k9.mail.Part#getBody(),827,getBody,Query/Retrieve,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/ui/crypto/MessageCryptoHelper.java:827 shows ""Body body = part.getBody();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getBody, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=com.fsck.k9.mail.Body, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
464,JPacman,730,nl.tudelft.jpacman.LauncherSmokeTest#smokeTest,nl.tudelft.jpacman.LauncherSmokeTest#smokeTest(),nl.tudelft.jpacman.level.Player#getScore,nl.tudelft.jpacman.level.Player#getScore(),69,getScore,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/LauncherSmokeTest.java:69 shows ""assertThat(player.getScore()).isEqualTo(10);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getScore, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=int, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
465,PetClinic,506,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithDuplicateName,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithDuplicateName(),org.springframework.test.web.servlet.MockMvc#perform,org.springframework.test.web.servlet.MockMvc#perform(),122,perform,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:122 shows ""mockMvc"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=perform, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=field, CallerMethodFanOut=13, CallerClassFanOut=3, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
466,PetClinic,586,org.springframework.samples.petclinic.owner.PetControllerTests#testProcessUpdateFormSuccess,org.springframework.samples.petclinic.owner.PetControllerTests#testProcessUpdateFormSuccess(),post,"post(java.lang.String,int,int)",175,post,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:175 shows "".perform(post(""/owners/{ownerId}/pets/{petId}/edit"", TEST_OWNER_ID, TEST_PET_ID).param(""name"", ""Betty"")"". Label: Control/Orchestrate. The source call builds part of a MockMvc request inside a test flow, so it coordinates the exercised HTTP interaction rather than performing a data query. Selected feature evidence: MethodName=post, ReceiverCategory=controller, ResultUsageKind=CHAINED, PassedAsArgument=false, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
467,Thunderbird,280,com.fsck.k9.controller.MessagingController#setFlagForThreadsInCache,"com.fsck.k9.controller.MessagingController#setFlagForThreadsInCache(com.fsck.k9.Account,java.util.List,com.fsck.k9.mail.Flag,boolean)",com.fsck.k9.mailstore.MessageListCache#getCache,com.fsck.k9.mailstore.MessageListCache#getCache(),353,getCache,Query/Retrieve,High,"Source app/core/src/main/java/com/fsck/k9/controller/MessagingController.java:353 shows ""MessageListCache cache = MessageListCache.getCache(account.getUuid());"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getCache, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=com.fsck.k9.mailstore.MessageListCache, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=true, ReturnsOptional=false."
468,Thunderbird,6492,com.fsck.k9.activity.compose.RecipientLoaderTest#queryContactProvider,com.fsck.k9.activity.compose.RecipientLoaderTest#queryContactProvider(),java.util.List#size,java.util.List#size(),232,size,Query/Retrieve,High,"Source app/ui/legacy/src/test/java/com/fsck/k9/activity/compose/RecipientLoaderTest.java:232 shows ""assertEquals(1, recipients.size());"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=size, NamePattern=other, CalleeNameAction=OTHER, IsVoidCall=false, ReturnType=int, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=false, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
469,Thunderbird,19,com.fsck.k9.autocrypt.AutocryptGossipHeaderParser#getAllAutocryptGossipHeaders,com.fsck.k9.autocrypt.AutocryptGossipHeaderParser#getAllAutocryptGossipHeaders(com.fsck.k9.mail.Part),com.fsck.k9.autocrypt.AutocryptGossipHeaderParser#parseAllAutocryptGossipHeaders,com.fsck.k9.autocrypt.AutocryptGossipHeaderParser#parseAllAutocryptGossipHeaders(java.lang.String[]),32,parseAllAutocryptGossipHeaders,Compute/Transform,High,"Source app/core/src/main/java/com/fsck/k9/autocrypt/AutocryptGossipHeaderParser.java:32 shows ""List<AutocryptGossipHeader> autocryptHeaders = parseAllAutocryptGossipHeaders(headers);"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=parseAllAutocryptGossipHeaders, ComputeTransformNameHint=PARSE, CalleeNameAction=CONVERSION, ResultUsageKind=ASSIGNED, ReturnType=java.util.List, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=false."
470,JPacman,346,nl.tudelft.jpacman.level.Player#takeDamage,nl.tudelft.jpacman.level.Player#takeDamage(int),nl.tudelft.jpacman.level.Player#setAlive,nl.tudelft.jpacman.level.Player#setAlive(boolean),164,setAlive,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/level/Player.java:164 shows ""this.setAlive(false);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setAlive, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE|CALLS_MUTATOR, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
471,JPacman,799,nl.tudelft.jpacman.Launcher#launch,nl.tudelft.jpacman.Launcher#launch(),nl.tudelft.jpacman.ui.PacManUI#start,nl.tudelft.jpacman.ui.PacManUI#start(),188,start,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/Launcher.java:188 shows ""pacManUI.start();"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=start, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=CALLS_MUTATOR, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
472,PetClinic,866,org.springframework.samples.petclinic.vet.VetController#findPaginated,org.springframework.samples.petclinic.vet.VetController#findPaginated(int),org.springframework.data.domain.PageRequest#of,"org.springframework.data.domain.PageRequest#of(int,int)",65,of,Creational,High,"Source src/main/java/org/springframework/samples/petclinic/vet/VetController.java:65 shows ""Pageable pageable = PageRequest.of(page - 1, pageSize);"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=of, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=true, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
473,JPacman,678,nl.tudelft.jpacman.ui.BoardPanel#render,"nl.tudelft.jpacman.ui.BoardPanel#render(nl.tudelft.jpacman.board.Board,java.awt.Graphics,java.awt.Dimension)",java.awt.Graphics#setColor,java.awt.Graphics#setColor(java.awt.Color),84,setColor,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/ui/BoardPanel.java:84 shows ""graphics.setColor(BACKGROUND_COLOR);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setColor, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
474,PetClinic,230,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessCreationFormHasErrors,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessCreationFormHasErrors(),view,view(),131,view,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:131 shows "".andExpect(view().name(""owners/createOrUpdateOwnerForm""));"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=view, CalleeNameAction=OTHER, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
475,JPacman,273,nl.tudelft.jpacman.level.Level#startNPCs,nl.tudelft.jpacman.level.Level#startNPCs(),java.util.Map#put,"java.util.Map#put(java.lang.Object,java.lang.Object)",254,put,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/level/Level.java:254 shows ""npcs.put(npc, service);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=put, CalleeNameAction=MUTATOR, IsVoidCall=false, MethodLooksMutator=false, CalleeLooksCommandMethod=false, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
